,경매구분코드,경매구분코드명,도매시장법인코드,산지코드,산지명2,경락일자,거래량,도매시장법인명,거래가격,출하구분코드,출하구분명,일련번호,포장상태코드,포장상태명,산지명,등급코드,품종명,거래규격단위코드,거래단위명,도매시장코드,도매시장명,경매시간
78596,1,경매,24000401,502153,,20200302,130,농협광주(공),1710,2.0,계통,00030,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-02 05:13:17
78597,1,경매,24000401,502153,,20200302,130,농협광주(공),1750,2.0,계통,00040,1ZZ,기타,광주광역시 서구,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-02 05:13:21
78598,1,경매,24000401,950000,전라남도,20200302,140,농협광주(공),1800,2.0,계통,00010,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-02 05:13:30
78599,1,경매,24000401,950000,전라남도,20200302,140,농협광주(공),1900,2.0,계통,00020,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-02 05:13:35
78600,1,경매,24000401,950000,전라남도,20200302,140,농협광주(공),1850,2.0,계통,00030,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-02 05:13:41
78601,1,경매,24000401,950000,전라남도,20200302,120,농협광주(공),1600,2.0,계통,00010,1ZZ,기타,전라남도,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-02 05:13:52
78624,1,경매,24000402,539844,,20200302,80,두레청과,2100,3.0,개별,00002,111,단,전라남도 진도군,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-02 05:10:45
78625,1,경매,24000402,539844,,20200302,11,두레청과,1600,3.0,개별,00003,111,단,전라남도 진도군,12,대파(일반),12,kg,240004,광주서부도매시장,2020-03-02 05:11:00
78626,1,경매,24000402,422705,,20200302,100,두레청과,1400,2.0,계통,00001,111,단,경기도 부천시,11,대파(일반),12,kg,240004,광주서부도매시장,2020-03-02 05:11:13
78647,1,경매,24000403,561340,,20200302,122,호남청과,1100,3.0,개별,00001,107,파렛트,전라북도 전주시,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-02 05:18:03
78649,1,경매,24000403,539804,,20200302,130,호남청과,1100,3.0,개별,00002,107,파렛트,전라남도 진도군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-02 06:53:56
78650,1,경매,24000403,447802,,20200302,140,호남청과,1000,2.0,계통,00001,107,파렛트,경기도 오산시,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-02 06:58:54
78651,1,경매,24000403,447802,,20200302,140,호남청과,1000,2.0,계통,00002,107,파렛트,경기도 오산시,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-02 06:58:57
78652,1,경매,24000403,527804,,20200302,15,호남청과,7500,3.0,개별,00001,107,파렛트,전라남도 강진군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-02 07:12:05
78653,1,경매,24000403,527804,,20200302,15,호남청과,7600,3.0,개별,00002,107,파렛트,전라남도 강진군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-02 07:12:09
78654,1,경매,24000403,527804,,20200302,20,호남청과,7000,3.0,개별,00001,101,상자,전라남도 강진군,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-02 07:17:17
78655,1,경매,25000101,363000,충청북도 청원군,20200302,142,농협대전(공),3120,2.0,계통,00010,1ZZ,기타,충청북도 청주시,11,대파(일반),12,kg,250001,대전오정도매시장,
78656,1,경매,25000101,363000,충청북도 청원군,20200302,130,농협대전(공),3060,2.0,계통,00020,1ZZ,기타,충청북도 청주시,11,대파(일반),12,kg,250001,대전오정도매시장,
78644,1,경매,24000403,561340,,20200302,150,호남청과,1000,3.0,개별,00003,107,파렛트,전라북도 전주시,11,깐대파,12,kg,240004,광주서부도매시장,2020-03-02 05:15:26
78752,1,경매,25000102,535000,전라남도 신안군,20200302,350,대전청과(주),750,3.0,개별,850000,111,단,전라남도 신안군,1Z,대파(일반),12,kg,250001,대전오정도매시장,
78754,1,경매,25000102,535000,전라남도 신안군,20200302,150,대전청과(주),2400,3.0,개별,850200,108,봉지,전라남도 신안군,1Z,대파(일반),12,kg,250001,대전오정도매시장,
78072,1,경매,21000101,617030,,20200302,200,농협부산(공),1060,2.0,계통,00010,111,단,부산광역시 사상구,12,대파(일반),12,kg,210001,부산엄궁도매시장,
78847,1,경매,25000301,546000,전라남도 보성군,20200302,320,대전중앙청과,1650,1.0,협동,735,111,단,전라남도 보성군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78848,1,경매,25000301,467000,경기도 이천시,20200302,15,대전중앙청과,13000,1.0,협동,736,101,상자,경기도 이천시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78849,1,경매,25000301,690000,제주도 제주시,20200302,2,대전중앙청과,28000,1.0,협동,798,101,상자,제주특별자치도 제주시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78850,1,경매,25000301,690000,제주도 제주시,20200302,1,대전중앙청과,36800,1.0,협동,799,101,상자,제주특별자치도 제주시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78851,1,경매,25000301,690000,제주도 제주시,20200302,1,대전중앙청과,32000,1.0,협동,800,101,상자,제주특별자치도 제주시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78852,1,경매,25000301,690000,제주도 제주시,20200302,1,대전중앙청과,36800,1.0,협동,801,101,상자,제주특별자치도 제주시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78853,1,경매,25000301,690000,제주도 제주시,20200302,2,대전중앙청과,36600,1.0,협동,802,101,상자,제주특별자치도 제주시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78854,1,경매,25000301,690000,제주도 제주시,20200302,1,대전중앙청과,40000,1.0,협동,803,101,상자,제주특별자치도 제주시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78855,1,경매,25000301,690000,제주도 제주시,20200302,1,대전중앙청과,42500,1.0,협동,804,101,상자,제주특별자치도 제주시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78856,1,경매,25000301,690000,제주도 제주시,20200302,1,대전중앙청과,28000,1.0,협동,805,101,상자,제주특별자치도 제주시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78857,2,정가수의,25000301,340000,충청남도 예산군,20200302,3,대전중앙청과,3710,3.0,개별,1749,111,단,충청남도 예산군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78115,1,경매,21000103,902000,부산광역시,20200302,300,항도청과,820,3.0,개별,00001,111,단,부산광역시,11,대파(일반),12,kg,210001,부산엄궁도매시장,
78113,2,정가수의,21000102,600000,부산광역시 중구,20200302,500,부산청과,2000,4.0,상인,01,111,단,부산광역시 중구,13,대파(일반),12,kg,210001,부산엄궁도매시장,
78755,1,경매,25000102,535000,전라남도 신안군,20200302,150,대전청과(주),2400,3.0,개별,850300,108,봉지,전라남도 신안군,1Z,대파(일반),12,kg,250001,대전오정도매시장,
78082,1,경매,21000101,618813,,20200302,205,농협부산(공),930,3.0,개별,00010,111,단,부산광역시 강서구,12,대파(일반),12,kg,210001,부산엄궁도매시장,
78090,1,경매,21000101,617030,,20200302,190,농협부산(공),740,2.0,계통,00010,111,단,부산광역시 사상구,12,대파(일반),12,kg,210001,부산엄궁도매시장,
78089,1,경매,21000101,621600,,20200302,300,농협부산(공),1060,2.0,계통,00030,111,단,경상남도 김해시,12,대파(일반),12,kg,210001,부산엄궁도매시장,
78088,1,경매,21000101,621600,,20200302,300,농협부산(공),1020,2.0,계통,00020,111,단,경상남도 김해시,12,대파(일반),12,kg,210001,부산엄궁도매시장,
78087,1,경매,21000101,621600,,20200302,300,농협부산(공),980,2.0,계통,00010,111,단,경상남도 김해시,12,대파(일반),12,kg,210001,부산엄궁도매시장,
78086,1,경매,21000101,902000,부산광역시,20200302,260,농협부산(공),910,2.0,계통,00010,111,단,부산광역시,12,대파(일반),12,kg,210001,부산엄궁도매시장,
78085,1,경매,21000101,618813,,20200302,155,농협부산(공),1280,3.0,개별,00020,111,단,부산광역시 강서구,12,대파(일반),12,kg,210001,부산엄궁도매시장,
78084,1,경매,21000101,618813,,20200302,152,농협부산(공),1240,3.0,개별,00010,111,단,부산광역시 강서구,12,대파(일반),12,kg,210001,부산엄궁도매시장,
78083,1,경매,21000101,618813,,20200302,155,농협부산(공),950,3.0,개별,00020,111,단,부산광역시 강서구,12,대파(일반),12,kg,210001,부산엄궁도매시장,
78081,1,경매,21000101,902000,부산광역시,20200302,200,농협부산(공),1150,2.0,계통,00010,111,단,부산광역시,12,대파(일반),12,kg,210001,부산엄궁도매시장,
78112,2,정가수의,21000102,600000,부산광역시 중구,20200302,100,부산청과,1400,4.0,상인,02,111,단,부산광역시 중구,13,대파(일반),12,kg,210001,부산엄궁도매시장,
78846,1,경매,25000301,546000,전라남도 보성군,20200302,340,대전중앙청과,1620,1.0,협동,734,111,단,전라남도 보성군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78079,1,경매,21000101,902000,부산광역시,20200302,150,농협부산(공),1020,2.0,계통,00010,111,단,부산광역시,12,대파(일반),12,kg,210001,부산엄궁도매시장,
78845,1,경매,25000301,546000,전라남도 보성군,20200302,340,대전중앙청과,1610,1.0,협동,733,111,단,전라남도 보성군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78843,1,경매,25000301,390000,충청북도 제천시,20200302,100,대전중앙청과,2700,1.0,협동,705,111,단,충청북도 제천시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78870,1,경매,31010101,442060,,20200302,45,경기청과,10000,3.0,개별,00346,103,PE대,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
78862,1,경매,31010101,361100,,20200302,34,경기청과,9600,1.0,협동,00615,103,PE대,충청북도 청주시,11,대파(일반),12,kg,310101,수원도매시장,
78863,1,경매,31010101,361100,,20200302,33,경기청과,10000,1.0,협동,00616,103,PE대,충청북도 청주시,11,대파(일반),12,kg,310101,수원도매시장,
78864,1,경매,31010101,361100,,20200302,33,경기청과,10300,1.0,협동,00617,103,PE대,충청북도 청주시,11,대파(일반),12,kg,310101,수원도매시장,
78865,1,경매,31010101,441833,,20200302,35,경기청과,8100,1.0,협동,00612,103,PE대,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
78866,1,경매,31010101,441833,,20200302,35,경기청과,8300,1.0,협동,00613,103,PE대,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
78867,1,경매,31010101,441833,,20200302,35,경기청과,8500,1.0,협동,00614,103,PE대,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
78868,1,경매,31010101,442060,,20200302,45,경기청과,9300,3.0,개별,00344,103,PE대,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
78869,1,경매,31010101,442060,,20200302,45,경기청과,9600,3.0,개별,00345,103,PE대,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
78871,2,정가수의,31010101,441833,,20200302,100,경기청과,3000,3.0,개별,00685,111,단,경기도 수원시,11,대파(일반),12,kg,310101,수원도매시장,
78114,2,정가수의,21000102,635000,경상남도 창녕군,20200302,100,부산청과,1300,3.0,개별,05,111,단,경상남도 창녕군,13,대파(일반),12,kg,210001,부산엄궁도매시장,
78872,1,경매,31010102,360600,,20200302,400,수원청과,1020,1.0,협동,01,111,단,충청북도 청주시,1Z,대파(일반),12,kg,310101,수원도매시장,
78873,1,경매,31010102,360600,,20200302,400,수원청과,1000,1.0,협동,01,111,단,충청북도 청주시,1Z,대파(일반),12,kg,310101,수원도매시장,
78874,1,경매,31010102,450600,,20200302,400,수원청과,1150,5.0,수입,01,111,단,경기도 평택시,1Z,대파(일반),12,kg,310101,수원도매시장,
78875,1,경매,31010102,450600,,20200302,400,수원청과,1160,5.0,수입,01,111,단,경기도 평택시,1Z,대파(일반),12,kg,310101,수원도매시장,
78876,1,경매,31010102,450600,,20200302,400,수원청과,1100,5.0,수입,01,111,단,경기도 평택시,1Z,대파(일반),12,kg,310101,수원도매시장,
78877,1,경매,31010102,441833,,20200302,350,수원청과,850,1.0,협동,01,111,단,경기도 수원시,1Z,대파(일반),12,kg,310101,수원도매시장,
78878,1,경매,31010102,441833,,20200302,350,수원청과,850,1.0,협동,01,111,단,경기도 수원시,1Z,대파(일반),12,kg,310101,수원도매시장,
78879,1,경매,31010102,441833,,20200302,350,수원청과,870,1.0,협동,01,111,단,경기도 수원시,1Z,대파(일반),12,kg,310101,수원도매시장,
78861,2,정가수의,25000301,340000,충청남도 예산군,20200302,1,대전중앙청과,37100,3.0,개별,1788,101,상자,충청남도 예산군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78860,2,정가수의,25000301,340000,충청남도 예산군,20200302,20,대전중앙청과,1590,3.0,개별,1752,111,단,충청남도 예산군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78859,2,정가수의,25000301,340000,충청남도 예산군,20200302,20,대전중앙청과,1590,3.0,개별,1751,111,단,충청남도 예산군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78858,2,정가수의,25000301,340000,충청남도 예산군,20200302,1,대전중앙청과,37100,3.0,개별,1750,101,상자,충청남도 예산군,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78841,1,경매,25000301,390000,충청북도 제천시,20200302,130,대전중앙청과,2700,1.0,협동,703,111,단,충청북도 제천시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78842,1,경매,25000301,390000,충청북도 제천시,20200302,100,대전중앙청과,2700,1.0,협동,704,111,단,충청북도 제천시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
78844,1,경매,25000301,390000,충청북도 제천시,20200302,125,대전중앙청과,2630,1.0,협동,706,111,단,충청북도 제천시,1Z,대파(일반),12,kg,250003,대전노은도매시장,
77729,2,정가수의,11000101,539000,전라남도 진도군,20200302,75,서울청과,6000,,,1,107,파렛트,전라남도 진도군,11,대파(일반),12,kg,110001,서울가락도매시장,2020-03-02 ::
79272,1,경매,33020102,380170,,20200302,55,중원청과,2500,1.0,협동,00004,101,상자,충청북도 충주시,12,대파(일반),12,kg,330201,충주도매시장,
79335,1,경매,35010102,561300,,20200302,105,전주청과,2400,3.0,개별,1,101,상자,,11,대파(일반),12,kg,350101,전주도매시장,
79300,1,경매,34010102,121010,,20200302,300,천안농협(공),920,3.0,개별,30,111,단,서울특별시 마포구,11,대파(일반),12,kg,340101,천안도매시장,
79301,1,경매,34010102,330040,,20200302,90,천안농협(공),820,3.0,개별,10,111,단,충청남도 천안시,11,대파(일반),12,kg,340101,천안도매시장,
79282,1,경매,34010101,330080,,20200302,300,천안청과,1110,1.0,협동,2,101,상자,충청남도 천안시,12,대파(일반),12,kg,340101,천안도매시장,2020-03-02 11:36:51
79263,1,경매,33020101,380957,,20200302,20,충북원협(충주),800,3.0,개별,30,111,단,충청북도 충주시,11,중파,12,kg,330201,충주도매시장,
79281,1,경매,34010101,330080,,20200302,280,천안청과,1060,1.0,협동,1,101,상자,충청남도 천안시,12,대파(일반),12,kg,340101,천안도매시장,2020-03-02 11:36:51
79264,2,정가수의,33020101,901000,서울특별시,20200302,40,충북원협(충주),1100,3.0,개별,20,111,단,서울특별시,11,대파(일반),12,kg,330201,충주도매시장,
79265,1,경매,33020102,380170,,20200302,50,중원청과,3000,1.0,협동,00001,101,상자,충청북도 충주시,12,대파(일반),12,kg,330201,충주도매시장,
79266,1,경매,33020102,380170,,20200302,50,중원청과,3200,1.0,협동,00002,101,상자,충청북도 충주시,12,대파(일반),12,kg,330201,충주도매시장,
79267,1,경매,33020102,380170,,20200302,50,중원청과,2900,1.0,협동,00001,101,상자,충청북도 충주시,12,대파(일반),12,kg,330201,충주도매시장,
79268,1,경매,33020102,380170,,20200302,50,중원청과,2900,1.0,협동,00002,101,상자,충청북도 충주시,12,대파(일반),12,kg,330201,충주도매시장,
